층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점
1층,C블록,7,12,1층 C블록7열 12,-300,1309,12,1층 C블록7열 2
1층,C블록,7,13,1층 C블록7열 13,-360,1306,12,1층 C블록7열 1
1층,D블록,7,1,1층 D블록7열 1,-516,1294,12,1층 B블록7열 11
1층,D블록,7,2,1층 D블록7열 2,-568,1289,12,1층 B블록7열 10
1층,D블록,7,3,1층 D블록7열 3,-619,1285,12,1층 B블록7열 9
1층,D블록,7,4,1층 D블록7열 4,-676,1278,12,1층 B블록7열 8
1층,D블록,7,5,1층 D블록7열 5,-727,1271,12,1층 B블록7열 7
1층,D블록,7,6,1층 D블록7열 6,-779,1264,12,1층 B블록7열 6
1층,D블록,7,7,1층 D블록7열 7,-830,1257,12,1층 B블록7열 5
1층,D블록,7,8,1층 D블록7열 8,-884,1248,12,1층 B블록7열 4
1층,D블록,7,9,1층 D블록7열 9,-935,1240,12,1층 B블록7열 3
1층,D블록,7,10,1층 D블록7열 10,-987,1232,12,1층 B블록7열 2
1층,D블록,7,11,1층 D블록7열 11,-1038,1223,12,1층 B블록7열 1
1층,E블록,7,1,1층 E블록7열 1,-1199,1191,12,1층 A블록7열 10
1층,E블록,7,2,1층 E블록7열 2,-1250,1182,12,1층 A블록7열 9
1층,E블록,7,3,1층 E블록7열 3,-1301,1170,12,1층 A블록7열 8
1층,E블록,7,4,1층 E블록7열 4,-1352,1157,12,1층 A블록7열 7
1층,E블록,7,5,1층 E블록7열 5,-1403,1145,12,1층 A블록7열 6
1층,E블록,7,6,1층 E블록7열 6,-1453,1134,12,1층 A블록7열 5
1층,E블록,7,7,1층 E블록7열 7,-1504,1119,12,1층 A블록7열 4
1층,E블록,7,8,1층 E블록7열 8,-1554,1105,12,1층 A블록7열 3
1층,E블록,7,9,1층 E블록7열 9,-1605,1091,12,1층 A블록7열 2
1층,E블록,7,10,1층 E블록7열 10,-1655,1077,12,1층 A블록7열 1
1층,A블록,8,1,1층 A블록8열 1,1695,1165,30,1층 E블록8열 11
1층,A블록,8,2,1층 A블록8열 2,1646,1178,30,1층 E블록8열 10
1층,A블록,8,3,1층 A블록8열 3,1598,1192,30,1층 E블록8열 9
1층,A블록,8,4,1층 A블록8열 4,1550,1205,30,1층 E블록8열 8
1층,A블록,8,5,1층 A블록8열 5,1502,1219,30,1층 E블록8열 7
1층,A블록,8,6,1층 A블록8열 6,1453,1230,30,1층 E블록8열 6
1층,A블록,8,7,1층 A블록8열 7,1405,1242,30,1층 E블록8열 5
1층,A블록,8,8,1층 A블록8열 8,1356,1254,30,1층 E블록8열 4
1층,A블록,8,9,1층 A블록8열 9,1308,1266,30,1층 E블록8열 3
1층,A블록,8,10,1층 A블록8열 10,1259,1276,30,1층 E블록8열 2
1층,A블록,8,11,1층 A블록8열 11,1210,1286,30,1층 E블록8열 1
1층,B블록,8,1,1층 B블록8열 1,1054,1317,30,1층 D블록8열 11
1층,B블록,8,2,1층 B블록8열 2,1001,1325,30,1층 D블록8열 10
1층,B블록,8,3,1층 B블록8열 3,949,1334,30,1층 D블록8열 9
1층,B블록,8,4,1층 B블록8열 4,896,1343,30,1층 D블록8열 8
1층,B블록,8,5,1층 B블록8열 5,843,1351,30,1층 D블록8열 7
1층,B블록,8,6,1층 B블록8열 6,790,1358,30,1층 D블록8열 6
1층,B블록,8,7,1층 B블록8열 7,737,1366,30,1층 D블록8열 5
1층,B블록,8,8,1층 B블록8열 8,684,1374,30,1층 D블록8열 4
1층,B블록,8,9,1층 B블록8열 9,631,1379,30,1층 D블록8열 3
1층,B블록,8,10,1층 B블록8열 10,578,1384,30,1층 D블록8열 2
1층,B블록,8,11,1층 B블록8열 11,524,1389,30,1층 D블록8열 1
1층,C블록,8,1,1층 C블록8열 1,360,1401,30,1층 C블록8열 13
1층,C블록,8,2,1층 C블록8열 2,300,1404,30,1층 C블록8열 12
1층,C블록,8,3,1층 C블록8열 3,240,1408,30,1층 C블록8열 11
1층,C블록,8,4,1층 C블록8열 4,180,1409,30,1층 C블록8열 10
1층,C블록,8,5,1층 C블록8열 5,120,1411,30,1층 C블록8열 9
1층,C블록,8,6,1층 C블록8열 6,60,1412,30,1층 C블록8열 8
1층,C블록,8,7,1층 C블록8열 7,0,1413,30,1층 C블록8열 7
1층,C블록,8,8,1층 C블록8열 8,-60,1412,30,1층 C블록8열 6
1층,C블록,8,9,1층 C블록8열 9,-120,1411,30,1층 C블록8열 5
1층,C블록,8,10,1층 C블록8열 10,-180,1409,30,1층 C블록8열 4
1층,C블록,8,11,1층 C블록8열 11,-240,1408,30,1층 C블록8열 3
1층,C블록,8,12,1층 C블록8열 12,-300,1404,30,1층 C블록8열 2
1층,C블록,8,13,1층 C블록8열 13,-360,1401,30,1층 C블록8열 1
1층,D블록,8,1,1층 D블록8열 1,-524,1389,30,1층 B블록8열 11
1층,D블록,8,2,1층 D블록8열 2,-578,1384,30,1층 B블록8열 10
1층,D블록,8,3,1층 D블록8열 3,-631,1379,30,1층 B블록8열 9
1층,D블록,8,4,1층 D블록8열 4,-684,1374,30,1층 B블록8열 8
1층,D블록,8,5,1층 D블록8열 5,-737,1366,30,1층 B블록8열 7
1층,D블록,8,6,1층 D블록8열 6,-790,1358,30,1층 B블록8열 6
1층,D블록,8,7,1층 D블록8열 7,-843,1351,30,1층 B블록8열 5
1층,D블록,8,8,1층 D블록8열 8,-896,1343,30,1층 B블록8열 4
1층,D블록,8,9,1층 D블록8열 9,-949,1334,30,1층 B블록8열 3
1층,D블록,8,10,1층 D블록8열 10,-1001,1325,30,1층 B블록8열 2
1층,D블록,8,11,1층 D블록8열 11,-1054,1317,30,1층 B블록8열 1
1층,E블록,8,1,1층 E블록8열 1,-1210,1286,30,1층 A블록8열 11
1층,E블록,8,2,1층 E블록8열 2,-1259,1276,30,1층 A블록8열 10
1층,E블록,8,3,1층 E블록8열 3,-1308,1266,30,1층 A블록8열 9
1층,E블록,8,4,1층 E블록8열 4,-1356,1254,30,1층 A블록8열 8
1층,E블록,8,5,1층 E블록8열 5,-1405,1242,30,1층 A블록8열 7
1층,E블록,8,6,1층 E블록8열 6,-1453,1230,30,1층 A블록8열 6
1층,E블록,8,7,1층 E블록8열 7,-1502,1219,30,1층 A블록8열 5
1층,E블록,8,8,1층 E블록8열 8,-1550,1205,30,1층 A블록8열 4
1층,E블록,8,9,1층 E블록8열 9,-1598,1192,30,1층 A블록8열 3
1층,E블록,8,10,1층 E블록8열 10,-1646,1178,30,1층 A블록8열 2
1층,E블록,8,11,1층 E블록8열 11,-1695,1165,30,1층 A블록8열 1
1층,A블록,9,1,1층 A블록9열 1,1722,1256,50,1층 E블록9열 11
1층,A블록,9,2,1층 A블록9열 2,1673,1269,50,1층 E블록9열 10
1층,A블록,9,3,1층 A블록9열 3,1624,1283,50,1층 E블록9열 9
1층,A블록,9,4,1층 A블록9열 4,1574,1297,50,1층 E블록9열 8
1층,A블록,9,5,1층 A블록9열 5,1525,1311,50,1층 E블록9열 7
1층,A블록,9,6,1층 A블록9열 6,1476,1323,50,1층 E블록9열 6
1층,A블록,9,7,1층 A블록9열 7,1426,1335,50,1층 E블록9열 5
1층,A블록,9,8,1층 A블록9열 8,1377,1347,50,1층 E블록9열 4
1층,A블록,9,9,1층 A블록9열 9,1327,1359,50,1층 E블록9열 3
1층,A블록,9,10,1층 A블록9열 10,1277,1369,50,1층 E블록9열 2
1층,A블록,9,11,1층 A블록9열 11,1227,1380,50,1층 E블록9열 1
1층,B블록,9,1,1층 B블록9열 1,1068,1411,50,1층 D블록9열 11
1층,B블록,9,2,1층 B블록9열 2,1014,1420,50,1층 D블록9열 10
1층,B블록,9,3,1층 B블록9열 3,961,1428,50,1층 D블록9열 9
1층,B블록,9,4,1층 B블록9열 4,908,1438,50,1층 D블록9열 8
1층,B블록,9,5,1층 B블록9열 5,854,1445,50,1층 D블록9열 7
1층,B블록,9,6,1층 B블록9열 6,801,1453,50,1층 D블록9열 6
1층,B블록,9,7,1층 B블록9열 7,747,1460,50,1층 D블록9열 5
1층,B블록,9,8,1층 B블록9열 8,694,1469,50,1층 D블록9열 4
1층,B블록,9,9,1층 B블록9열 9,640,1474,50,1층 D블록9열 3
1층,B블록,9,10,1층 B블록9열 10,586,1478,50,1층 D블록9열 2
1층,B블록,9,11,1층 B블록9열 11,533,1483,50,1층 D블록9열 1
1층,C블록,9,1,1층 C블록9열 1,360,1496,50,1층 C블록9열 13
1층,C블록,9,2,1층 C블록9열 2,290,1499,50,1층 C블록9열 12
1층,C블록,9,3,1층 C블록9열 3,240,1503,50,1층 C블록9열 11
1층,C블록,9,4,1층 C블록9열 4,180,1505,50,1층 C블록9열 10
1층,C블록,9,5,1층 C블록9열 5,120,1506,50,1층 C블록9열 9
1층,C블록,9,6,1층 C블록9열 6,60,1507,50,1층 C블록9열 8
1층,C블록,9,7,1층 C블록9열 7,0,1508,50,1층 C블록9열 7
1층,C블록,9,8,1층 C블록9열 8,-60,1507,50,1층 C블록9열 6
1층,C블록,9,9,1층 C블록9열 9,-120,1506,50,1층 C블록9열 5
1층,C블록,9,10,1층 C블록9열 10,-180,1505,50,1층 C블록9열 4
1층,C블록,9,11,1층 C블록9열 11,-240,1503,50,1층 C블록9열 3
1층,C블록,9,12,1층 C블록9열 12,-290,1499,50,1층 C블록9열 2
1층,C블록,9,13,1층 C블록9열 13,-360,1496,50,1층 C블록9열 1
1층,D블록,9,1,1층 D블록9열 1,-533,1483,50,1층 B블록9열 11
1층,D블록,9,2,1층 D블록9열 2,-586,1478,50,1층 B블록9열 10
1층,D블록,9,3,1층 D블록9열 3,-640,1474,50,1층 B블록9열 9
1층,D블록,9,4,1층 D블록9열 4,-694,1469,50,1층 B블록9열 8
1층,D블록,9,5,1층 D블록9열 5,-747,1460,50,1층 B블록9열 7
1층,D블록,9,6,1층 D블록9열 6,-801,1453,50,1층 B블록9열 6
1층,D블록,9,7,1층 D블록9열 7,-854,1445,50,1층 B블록9열 5
1층,D블록,9,8,1층 D블록9열 8,-908,1438,50,1층 B블록9열 4
1층,D블록,9,9,1층 D블록9열 9,-961,1428,50,1층 B블록9열 3
1층,D블록,9,10,1층 D블록9열 10,-1014,1420,50,1층 B블록9열 2
1층,D블록,9,11,1층 D블록9열 11,-1068,1411,50,1층 B블록9열 1
1층,E블록,9,1,1층 E블록9열 1,-1227,1380,50,1층 A블록9열 11
1층,E블록,9,2,1층 E블록9열 2,-1277,1369,50,1층 A블록9열 10
1층,E블록,9,3,1층 E블록9열 3,-1327,1359,50,1층 A블록9열 9
1층,E블록,9,4,1층 E블록9열 4,-1377,1347,50,1층 A블록9열 8
1층,E블록,9,5,1층 E블록9열 5,-1426,1335,50,1층 A블록9열 7
1층,E블록,9,6,1층 E블록9열 6,-1476,1323,50,1층 A블록9열 6
1층,E블록,9,7,1층 E블록9열 7,-1525,1311,50,1층 A블록9열 5
1층,E블록,9,8,1층 E블록9열 8,-1574,1297,50,1층 A블록9열 4
1층,E블록,9,9,1층 E블록9열 9,-1624,1283,50,1층 A블록9열 3
1층,E블록,9,10,1층 E블록9열 10,-1673,1269,50,1층 A블록9열 2
1층,E블록,9,11,1층 E블록9열 11,-1722,1256,50,1층 A블록9열 1
1층,A블록,10,1,1층 A블록10열 1,1747,1347,69,1층 E블록10열 11
1층,A블록,10,2,1층 A블록10열 2,1698,1361,69,1층 E블록10열 10
1층,A블록,10,3,1층 A블록10열 3,1649,1375,69,1층 E블록10열 9
1층,A블록,10,4,1층 A블록10열 4,1600,1388,69,1층 E블록10열 8
1층,A블록,10,5,1층 A블록10열 5,1548,1403,69,1층 E블록10열 7
1층,A블록,10,6,1층 A블록10열 6,1498,1415,69,1층 E블록10열 6
1층,A블록,10,7,1층 A블록10열 7,1449,1427,69,1층 E블록10열 5
1층,A블록,10,8,1층 A블록10열 8,1399,1439,69,1층 E블록10열 4
1층,A블록,10,9,1층 A블록10열 9,1349,1451,69,1층 E블록10열 3
1층,A블록,10,10,1층 A블록10열 10,1296,1463,69,1층 E블록10열 2
1층,A블록,10,11,1층 A블록10열 11,1246,1473,69,1층 E블록10열 1
1층,B블록,10,1,1층 B블록10열 1,1090,1503,69,1층 D블록10열 11
1층,B블록,10,2,1층 B블록10열 2,1034,1513,69,1층 D블록10열 10
1층,B블록,10,3,1층 B블록10열 3,979,1522,69,1층 D블록10열 9
1층,B블록,10,4,1층 B블록10열 4,924,1531,69,1층 D블록10열 8
1층,B블록,10,5,1층 B블록10열 5,869,1539,69,1층 D블록10열 7
1층,B블록,10,6,1층 B블록10열 6,813,1547,69,1층 D블록10열 6
1층,B블록,10,7,1층 B블록10열 7,758,1555,69,1층 D블록10열 5
1층,B블록,10,8,1층 B블록10열 8,702,1564,69,1층 D블록10열 4
1층,B블록,10,9,1층 B블록10열 9,646,1569,69,1층 D블록10열 3
1층,B블록,10,10,1층 B블록10열 10,591,1573,69,1층 D블록10열 2
1층,B블록,10,11,1층 B블록10열 11,535,1578,69,1층 D블록10열 1
1층,C블록,10,1,1층 C블록10열 1,360,1591,69,1층 C블록10열 13
1층,C블록,10,2,1층 C블록10열 2,300,1594,69,1층 C블록10열 12
1층,C블록,10,3,1층 C블록10열 3,240,1598,69,1층 C블록10열 11
1층,C블록,10,4,1층 C블록10열 4,180,1600,69,1층 C블록10열 10
1층,C블록,10,5,1층 C블록10열 5,120,1601,69,1층 C블록10열 9
1층,C블록,10,6,1층 C블록10열 6,60,1602,69,1층 C블록10열 8
1층,C블록,10,7,1층 C블록10열 7,0,1603,69,1층 C블록10열 7
1층,C블록,10,8,1층 C블록10열 8,-60,1602,69,1층 C블록10열 6
1층,C블록,10,9,1층 C블록10열 9,-120,1601,69,1층 C블록10열 5
1층,C블록,10,10,1층 C블록10열 10,-180,1600,69,1층 C블록10열 4
1층,C블록,10,11,1층 C블록10열 11,-240,1598,69,1층 C블록10열 3
1층,C블록,10,12,1층 C블록10열 12,-300,1594,69,1층 C블록10열 2
1층,C블록,10,13,1층 C블록10열 13,-360,1591,69,1층 C블록10열 1
1층,D블록,10,1,1층 D블록10열 1,-535,1578,69,1층 B블록10열 11
1층,D블록,10,2,1층 D블록10열 2,-591,1573,69,1층 B블록10열 10
1층,D블록,10,3,1층 D블록10열 3,-646,1569,69,1층 B블록10열 9
1층,D블록,10,4,1층 D블록10열 4,-702,1564,69,1층 B블록10열 8
1층,D블록,10,5,1층 D블록10열 5,-758,1555,69,1층 B블록10열 7
1층,D블록,10,6,1층 D블록10열 6,-813,1547,69,1층 B블록10열 6
1층,D블록,10,7,1층 D블록10열 7,-869,1539,69,1층 B블록10열 5
1층,D블록,10,8,1층 D블록10열 8,-924,1531,69,1층 B블록10열 4
1층,D블록,10,9,1층 D블록10열 9,-979,1522,69,1층 B블록10열 3
1층,D블록,10,10,1층 D블록10열 10,-1034,1513,69,1층 B블록10열 2
1층,D블록,10,11,1층 D블록10열 11,-1090,1503,69,1층 B블록10열 1
1층,E블록,10,1,1층 E블록10열 1,-1246,1473,69,1층 A블록10열 11
1층,E블록,10,2,1층 E블록10열 2,-1296,1463,69,1층 A블록10열 10
1층,E블록,10,3,1층 E블록10열 3,-1349,1451,69,1층 A블록10열 9
1층,E블록,10,4,1층 E블록10열 4,-1399,1439,69,1층 A블록10열 8
1층,E블록,10,5,1층 E블록10열 5,-1449,1427,69,1층 A블록10열 7
1층,E블록,10,6,1층 E블록10열 6,-1498,1415,69,1층 A블록10열 6
1층,E블록,10,7,1층 E블록10열 7,-1548,1403,69,1층 A블록10열 5
1층,E블록,10,8,1층 E블록10열 8,-1600,1388,69,1층 A블록10열 4
1층,E블록,10,9,1층 E블록10열 9,-1649,1375,69,1층 A블록10열 3
1층,E블록,10,10,1층 E블록10열 10,-1698,1361,69,1층 A블록10열 2
1층,E블록,10,11,1층 E블록10열 11,-1747,1347,69,1층 A블록10열 1
1층,A블록,11,1,1층 A블록11열 1,1773,1439,89,1층 E블록11열 11
1층,A블록,11,2,1층 A블록11열 2,1724,1452,89,1층 E블록11열 10
1층,A블록,11,3,1층 A블록11열 3,1675,1466,89,1층 E블록11열 9
1층,A블록,11,4,1층 A블록11열 4,1626,1480,89,1층 E블록11열 8
1층,A블록,11,5,1층 A블록11열 5,1570,1495,89,1층 E블록11열 7
1층,A블록,11,6,1층 A블록11열 6,1521,1507,89,1층 E블록11열 6
1층,A블록,11,7,1층 A블록11열 7,1471,1519,89,1층 E블록11열 5
1층,A블록,11,8,1층 A블록11열 8,1421,1531,89,1층 E블록11열 4
1층,A블록,11,9,1층 A블록11열 9,1368,1544,89,1층 E블록11열 3
1층,A블록,11,10,1층 A블록11열 10,1315,1556,89,1층 E블록11열 2
1층,A블록,11,11,1층 A블록11열 11,1265,1566,89,1층 E블록11열 1
1층,B블록,11,1,1층 B블록11열 1,1113,1596,89,1층 D블록11열 12
1층,B블록,11,2,1층 B블록11열 2,1060,1605,89,1층 D블록11열 11
1층,B블록,11,3,1층 B블록11열 3,1008,1613,89,1층 D블록11열 10
1층,B블록,11,4,1층 B블록11열 4,956,1622,89,1층 D블록11열 9
1층,B블록,11,5,1층 B블록11열 5,904,1630,89,1층 D블록11열 8
1층,B블록,11,6,1층 B블록11열 6,852,1637,89,1층 D블록11열 7
1층,B블록,11,7,1층 B블록11열 7,800,1645,89,1층 D블록11열 6
1층,B블록,11,8,1층 B블록11열 8,747,1652,89,1층 D블록11열 5
1층,B블록,11,9,1층 B블록11열 9,695,1660,89,1층 D블록11열 4
1층,B블록,11,10,1층 B블록11열 10,642,1664,89,1층 D블록11열 3
1층,B블록,11,11,1층 B블록11열 11,590,1669,89,1층 D블록11열 2
1층,B블록,11,12,1층 B블록11열 12,537,1674,89,1층 D블록11열 1
1층,C블록,11,1,1층 C블록11열 1,386,1685,89,1층 C블록11열 14
1층,C블록,11,2,1층 C블록11열 2,327,1688,89,1층 C블록11열 13
1층,C블록,11,3,1층 C블록11열 3,267,1691,89,1층 C블록11열 12
1층,C블록,11,4,1층 C블록11열 4,208,1694,89,1층 C블록11열 11
1층,C블록,11,5,1층 C블록11열 5,148,1695,89,1층 C블록11열 10
1층,C블록,11,6,1층 C블록11열 6,89,1696,89,1층 C블록11열 9
1층,C블록,11,7,1층 C블록11열 7,29,1697,89,1층 C블록11열 8
1층,C블록,11,8,1층 C블록11열 8,-29,1697,89,1층 C블록11열 7
1층,C블록,11,9,1층 C블록11열 9,-89,1696,89,1층 C블록11열 6
1층,C블록,11,10,1층 C블록11열 10,-148,1695,89,1층 C블록11열 5
1층,C블록,11,11,1층 C블록11열 11,-208,1694,89,1층 C블록11열 4
1층,C블록,11,12,1층 C블록11열 12,-267,1691,89,1층 C블록11열 3
1층,C블록,11,13,1층 C블록11열 13,-327,1688,89,1층 C블록11열 2
1층,C블록,11,14,1층 C블록11열 14,-386,1685,89,1층 C블록11열 1
1층,D블록,11,1,1층 D블록11열 1,-537,1674,89,1층 B블록11열 12
1층,D블록,11,2,1층 D블록11열 2,-590,1669,89,1층 B블록11열 11
1층,D블록,11,3,1층 D블록11열 3,-642,1664,89,1층 B블록11열 10
1층,D블록,11,4,1층 D블록11열 4,-695,1660,89,1층 B블록11열 9
1층,D블록,11,5,1층 D블록11열 5,-747,1652,89,1층 B블록11열 8
1층,D블록,11,6,1층 D블록11열 6,-800,1645,89,1층 B블록11열 7
1층,D블록,11,7,1층 D블록11열 7,-852,1637,89,1층 B블록11열 6
1층,D블록,11,8,1층 D블록11열 8,-904,1630,89,1층 B블록11열 5
1층,D블록,11,9,1층 D블록11열 9,-956,1622,89,1층 B블록11열 4
1층,D블록,11,10,1층 D블록11열 10,-1008,1613,89,1층 B블록11열 3
1층,D블록,11,11,1층 D블록11열 11,-1060,1605,89,1층 B블록11열 2
1층,D블록,11,12,1층 D블록11열 12,-1113,1596,89,1층 B블록11열 1
1층,E블록,11,1,1층 E블록11열 1,-1265,1566,89,1층 A블록11열 11
1층,E블록,11,2,1층 E블록11열 2,-1315,1556,89,1층 A블록11열 10
1층,E블록,11,3,1층 E블록11열 3,-1368,1544,89,1층 A블록11열 9
1층,E블록,11,4,1층 E블록11열 4,-1421,1531,89,1층 A블록11열 8
1층,E블록,11,5,1층 E블록11열 5,-1471,1519,89,1층 A블록11열 7
1층,E블록,11,6,1층 E블록11열 6,-1521,1507,89,1층 A블록11열 6
1층,E블록,11,7,1층 E블록11열 7,-1570,1495,89,1층 A블록11열 5
1층,E블록,11,8,1층 E블록11열 8,-1626,1480,89,1층 A블록11열 4
1층,E블록,11,9,1층 E블록11열 9,-1675,1466,89,1층 A블록11열 3
1층,E블록,11,10,1층 E블록11열 10,-1724,1452,89,1층 A블록11열 2
1층,E블록,11,11,1층 E블록11열 11,-1773,1439,89,1층 A블록11열 1
1층,A블록,12,1,1층 A블록12열 1,1813,1526,109,1층 E블록12열 12
1층,A블록,12,2,1층 A블록12열 2,1765,1540,109,1층 E블록12열 11
1층,A블록,12,3,1층 A블록12열 3,1717,1553,109,1층 E블록12열 10
1층,A블록,12,4,1층 A블록12열 4,1668,1567,109,1층 E블록12열 9
1층,A블록,12,5,1층 A블록12열 5,1620,1581,109,1층 E블록12열 8
1층,A블록,12,6,1층 A블록12열 6,1572,1593,109,1층 E블록12열 7
1층,A블록,12,7,1층 A블록12열 7,1523,1604,109,1층 E블록12열 6
1층,A블록,12,8,1층 A블록12열 8,1475,1616,109,1층 E블록12열 5
1층,A블록,12,9,1층 A블록12열 9,1426,1628,109,1층 E블록12열 4
1층,A블록,12,10,1층 A블록12열 10,1378,1640,109,1층 E블록12열 3
1층,A블록,12,11,1층 A블록12열 11,1329,1650,109,1층 E블록12열 2
1층,A블록,12,12,1층 A블록12열 12,1280,1660,109,1층 E블록12열 1
1층,B블록,12,1,1층 B블록12열 1,1127,1690,109,1층 D블록12열 12
1층,B블록,12,2,1층 B블록12열 2,1074,1699,109,1층 D블록12열 11
1층,B블록,12,3,1층 B블록12열 3,1021,1707,109,1층 D블록12열 10
1층,B블록,12,4,1층 B블록12열 4,969,1716,109,1층 D블록12열 9
1층,B블록,12,5,1층 B블록12열 5,916,1724,109,1층 D블록12열 8
1층,B블록,12,6,1층 B블록12열 6,863,1732,109,1층 D블록12열 7
1층,B블록,12,7,1층 B블록12열 7,810,1739,109,1층 D블록12열 6
1층,B블록,12,8,1층 B블록12열 8,757,1746,109,1층 D블록12열 5
1층,B블록,12,9,1층 B블록12열 9,704,1754,109,1층 D블록12열 4
1층,B블록,12,10,1층 B블록12열 10,651,1759,109,1층 D블록12열 3
1층,B블록,12,11,1층 B블록12열 11,597,1764,109,1층 D블록12열 2
1층,B블록,12,12,1층 B블록12열 12,544,1768,109,1층 D블록12열 1
1층,C블록,12,1,1층 C블록12열 1,390,1780,109,1층 C블록12열 14
1층,C블록,12,2,1층 C블록12열 2,330,1783,109,1층 C블록12열 13
1층,C블록,12,3,1층 C블록12열 3,270,1786,109,1층 C블록12열 12
1층,C블록,12,4,1층 C블록12열 4,210,1789,109,1층 C블록12열 11
1층,C블록,12,5,1층 C블록12열 5,150,1790,109,1층 C블록12열 10
1층,C블록,12,6,1층 C블록12열 6,90,1791,109,1층 C블록12열 9
1층,C블록,12,7,1층 C블록12열 7,30,1792,109,1층 C블록12열 8
1층,C블록,12,8,1층 C블록12열 8,-30,1792,109,1층 C블록12열 7
1층,C블록,12,9,1층 C블록12열 9,-90,1791,109,1층 C블록12열 6
1층,C블록,12,10,1층 C블록12열 10,-150,1790,109,1층 C블록12열 5
1층,C블록,12,11,1층 C블록12열 11,-210,1789,109,1층 C블록12열 4
1층,C블록,12,12,1층 C블록12열 12,-270,1786,109,1층 C블록12열 3
1층,C블록,12,13,1층 C블록12열 13,-330,1783,109,1층 C블록12열 2
1층,C블록,12,14,1층 C블록12열 14,-390,1780,109,1층 C블록12열 1
1층,D블록,12,1,1층 D블록12열 1,-544,1768,109,1층 B블록12열 12
1층,D블록,12,2,1층 D블록12열 2,-597,1764,109,1층 B블록12열 11
1층,D블록,12,3,1층 D블록12열 3,-651,1759,109,1층 B블록12열 10
1층,D블록,12,4,1층 D블록12열 4,-704,1754,109,1층 B블록12열 9
1층,D블록,12,5,1층 D블록12열 5,-757,1746,109,1층 B블록12열 8
1층,D블록,12,6,1층 D블록12열 6,-810,1739,109,1층 B블록12열 7
1층,D블록,12,7,1층 D블록12열 7,-863,1732,109,1층 B블록12열 6
1층,D블록,12,8,1층 D블록12열 8,-916,1724,109,1층 B블록12열 5
1층,D블록,12,9,1층 D블록12열 9,-969,1716,109,1층 B블록12열 4
1층,D블록,12,10,1층 D블록12열 10,-1021,1707,109,1층 B블록12열 3
1층,D블록,12,11,1층 D블록12열 11,-1074,1699,109,1층 B블록12열 2
1층,D블록,12,12,1층 D블록12열 12,-1127,1690,109,1층 B블록12열 1
1층,E블록,12,1,1층 E블록12열 1,-1280,1660,109,1층 A블록12열 12
1층,E블록,12,2,1층 E블록12열 2,-1329,1650,109,1층 A블록12열 11
1층,E블록,12,3,1층 E블록12열 3,-1378,1640,109,1층 A블록12열 10
1층,E블록,12,4,1층 E블록12열 4,-1426,1628,109,1층 A블록12열 9
1층,E블록,12,5,1층 E블록12열 5,-1475,1616,109,1층 A블록12열 8
1층,E블록,12,6,1층 E블록12열 6,-1523,1604,109,1층 A블록12열 7
1층,E블록,12,7,1층 E블록12열 7,-1572,1593,109,1층 A블록12열 6
1층,E블록,12,8,1층 E블록12열 8,-1620,1581,109,1층 A블록12열 5
1층,E블록,12,9,1층 E블록12열 9,-1668,1567,109,1층 A블록12열 4
1층,E블록,12,10,1층 E블록12열 10,-1717,1553,109,1층 A블록12열 3
1층,E블록,12,11,1층 E블록12열 11,-1765,1540,109,1층 A블록12열 2
1층,E블록,12,12,1층 E블록12열 12,-1813,1526,109,1층 A블록12열 1
1층,A블록,13,1,1층 A블록13열 1,1838,1618,130,1층 E블록13열 12
1층,A블록,13,2,1층 A블록13열 2,1790,1631,130,1층 E블록13열 11
1층,A블록,13,3,1층 A블록13열 3,1742,1645,130,1층 E블록13열 10
1층,A블록,13,4,1층 A블록13열 4,1694,1658,130,1층 E블록13열 9
1층,A블록,13,5,1층 A블록13열 5,1646,1672,130,1층 E블록13열 8
1층,A블록,13,6,1층 A블록13열 6,1594,1685,130,1층 E블록13열 7
1층,A블록,13,7,1층 A블록13열 7,1546,1697,130,1층 E블록13열 6
1층,A블록,13,8,1층 A블록13열 8,1497,1708,130,1층 E블록13열 5
1층,A블록,13,9,1층 A블록13열 9,1449,1720,130,1층 E블록13열 4
1층,A블록,13,10,1층 A블록13열 10,1400,1732,130,1층 E블록13열 3
1층,A블록,13,11,1층 A블록13열 11,1347,1743,130,1층 E블록13열 2
1층,A블록,13,12,1층 A블록13열 12,1298,1753,130,1층 E블록13열 1
1층,B블록,13,1,1층 B블록13열 1,1144,1783,130,1층 D블록13열 12
1층,B블록,13,2,1층 B블록13열 2,1090,1792,130,1층 D블록13열 11
1층,B블록,13,3,1층 B블록13열 3,1035,1802,130,1층 D블록13열 10
1층,B블록,13,4,1층 B블록13열 4,981,1811,130,1층 D블록13열 9
1층,B블록,13,5,1층 B블록13열 5,929,1818,130,1층 D블록13열 8
1층,B블록,13,6,1층 B블록13열 6,875,1826,130,1층 D블록13열 7
1층,B블록,13,7,1층 B블록13열 7,820,1834,130,1층 D블록13열 6
1층,B블록,13,8,1층 B블록13열 8,766,1841,130,1층 D블록13열 5
1층,B블록,13,9,1층 B블록13열 9,711,1849,130,1층 D블록13열 4
1층,B블록,13,10,1층 B블록13열 10,661,1853,130,1층 D블록13열 3
1층,B블록,13,11,1층 B블록13열 11,606,1858,130,1층 D블록13열 2
1층,B블록,13,12,1층 B블록13열 12,552,1863,130,1층 D블록13열 1
