공연시간,금액명시비율,예약율,knn_n_neighbors,knn_mse,kmeans_군집수,kmeans_실루엣,평균가격,최소가격,최대가격,등급별가격비율,등급별가격,등급별좌석수,등급별예매율,등급별가격_1,등급별가격_2,등급별가격_3,등급별가격_4,등급별가격_5
2019-05-14 20:00:00,0.399,0.406,50,298.10382579889307,4,0.979676260382461,132327.35,50000,180000,"[1.0, 1.85, 2.59, 3.33]","[54120, 100000, 140000, 180000]","[466, 354, 811, 874]","[0.4206, 0.5056, 0.4451, 0.3204]",1.0,1.85,2.59,3.33,
2019-05-19 17:00:00,0.675,0.764,49,19.279582778826793,4,0.9984718871674143,82838.32,30000,120000,"[1.0, 1.4, 1.8, 2.4]","[49953, 69979, 90000, 120000]","[633, 475, 833, 564]","[0.8499, 0.7263, 0.7263, 0.7535]",1.0,1.4,1.8,2.4,
2019-06-04 20:00:00,0.008,0.706,15,,4,1.0,23373.25,0,50000,"[0.0, 1.0, 1.5, 2.5]","[0, 20000, 30000, 50000]","[274, 1016, 1126, 89]","[0.0, 0.7392, 0.8242, 1.0]",0.0,1.0,1.5,2.5,
2019-06-12 20:00:00,0.026,0.981,33,,3,1.0,70219.56,0,100000,"[0.0, 1.0, 2.0]","[0, 50000, 100000]","[274, 944, 1287]","[1.0, 0.9682, 0.986]",0.0,1.0,2.0,,
2019-06-21 20:00:00,0.126,0.138,50,276.8763388510224,5,1.0,64431.14,0,100000,"[0.0, 1.0, 1.67, 2.67, 3.33]","[0, 30000, 50000, 80000, 100000]","[274, 463, 337, 622, 809]","[0.0, 0.1663, 0.181, 0.1222, 0.1632]",0.0,1.0,1.67,2.67,3.33
2019-07-02 20:00:00,0.579,0.785,50,228.06383275261322,4,0.9290414974247311,179744.51,60000,250000,"[1.0, 1.91, 2.54, 3.18]","[78639, 150000, 200000, 250000]","[573, 439, 678, 815]","[0.7609, 0.8337, 0.7448, 0.8098]",1.0,1.91,2.54,3.18,
2019-07-04 20:00:00,0.399,0.401,50,110.20798898071627,4,0.9991890965967638,99323.35,50000,150000,"[1.0, 1.6, 2.4, 3.0]","[50036, 79993, 120000, 150000]","[557, 736, 658, 554]","[0.4434, 0.3601, 0.2112, 0.6372]",1.0,1.6,2.4,3.0,
2019-07-09 20:00:00,0.134,0.583,50,344.5770239710538,6,1.0,56972.06,0,120000,"[0.0, 1.0, 4.0, 12.0, 18.0, 24.0]","[0, 5000, 20000, 60000, 90000, 120000]","[202, 73, 915, 494, 137, 684]","[0.0, 0.0548, 0.6557, 0.4899, 0.7956, 0.7398]",0.0,1.0,4.0,12.0,18.0
2019-07-13 17:00:00,0.718,0.725,49,201.34408328594378,4,0.9983423037517066,132387.23,30000,200000,"[1.0, 1.5, 2.34, 3.34]","[59900, 90049, 140000, 200000]","[603, 407, 669, 826]","[0.9121, 0.801, 0.6054, 0.6477]",1.0,1.5,2.34,3.34,
2019-07-19 20:00:00,0.062,0.669,50,1642.5153867871259,7,0.9839440038841236,66437.13,0,150000,"[1.0, 17.13, 28.55, 39.97, 57.09, 85.64]","[1751, 30000, 50000, 70000, 100000, 150000]","[334, 568, 764, 140, 81, 618]","[0.1347, 0.4595, 0.7788, 0.9857, 0.9012, 0.911]",1.0,17.13,28.55,39.97,57.09
2019-07-21 17:00:00,0.17,0.496,50,18.413145539906107,3,0.9626667195410504,54245.51,0,75000,"[0.0, 1.0, 1.38]","[0, 54193, 75000]","[274, 1511, 720]","[0.0, 0.64, 0.3819]",0.0,1.0,1.38,,
2019-07-28 17:00:00,0.055,0.488,49,21.25531914893617,4,1.0,52632.73,0,65000,"[0.0, 1.0, 1.22, 1.44]","[0, 45000, 55000, 65000]","[274, 406, 505, 1320]","[0.0, 0.633, 0.6178, 0.4955]",0.0,1.0,1.22,1.44,
2019-08-03 16:30:00,0.073,0.099,30,69.77512077294686,5,1.0,47493.01,0,60000,"[0.0, 1.0, 8.0, 10.0, 12.0]","[0, 5000, 40000, 50000, 60000]","[274, 10, 435, 564, 1222]","[0.0, 0.2, 0.0552, 0.0957, 0.1375]",0.0,1.0,8.0,10.0,12.0
2019-08-25 17:00:00,0.463,0.475,48,107.63582677165356,4,0.9949405509292962,85357.29,5000,120000,"[1.0, 1.51, 2.27, 3.03]","[39639, 60000, 90000, 120000]","[499, 423, 710, 873]","[0.5391, 0.6005, 0.4493, 0.3975]",1.0,1.51,2.27,3.03,
2019-08-30 20:00:00,0.007,0.842,14,,5,1.0,33133.73,0,50000,"[0.0, 1.0, 4.0, 6.0, 10.0]","[0, 5000, 20000, 30000, 50000]","[274, 2, 412, 805, 1012]","[0.0, 1.0, 0.9612, 0.9478, 0.9368]",0.0,1.0,4.0,6.0,10.0
2019-08-31 17:00:00,0.099,0.158,14,0.7235772357723576,3,1.0,30902.2,0,40000,"[0.0, 1.0, 1.33]","[0, 30000, 40000]","[274, 1183, 1048]","[0.0, 0.1107, 0.2538]",0.0,1.0,1.33,,
2019-09-08 17:00:00,0.005,0.795,7,,3,0.9922019696869995,51884.23,0,70000,"[1.0, 22.83, 53.28]","[1314, 30000, 70000]","[274, 664, 1567]","[0.0036, 0.8193, 0.9234]",1.0,22.83,53.28,,
2019-09-25 20:00:00,0.187,0.193,48,143.3927657084339,4,0.936656484580537,86189.62,0,120000,"[1.0, 356.46, 589.5, 786.0]","[153, 54422, 90000, 120000]","[131, 666, 844, 864]","[0.0076, 0.3303, 0.186, 0.1227]",1.0,356.46,589.5,786.0,
2019-10-01 20:00:00,0.121,0.121,50,341.53058823529415,6,0.9976552158840214,53836.33,0,90000,"[0.0, 1.0, 2.91, 4.85, 6.79, 8.73]","[0, 10312, 30000, 50000, 70000, 90000]","[274, 96, 378, 741, 298, 718]","[0.0, 0.25, 0.1349, 0.0931, 0.1376, 0.1657]",0.0,1.0,2.91,4.85,6.79
2019-10-06 17:00:00,0.493,0.493,50,844.979778307262,4,0.9990082613573753,166554.89,30000,280000,"[1.0, 1.72, 2.58, 4.01]","[69853, 120000, 180000, 280000]","[544, 671, 625, 665]","[0.7665, 0.6826, 0.3152, 0.2466]",1.0,1.72,2.58,4.01,
2019-10-10 19:30:00,0.049,0.97,16,259.48655913978496,4,0.8830838323353294,59672.65,0,100000,"[0.0, 1.0, 2.15, 3.33]","[0, 30000, 64506, 100000]","[274, 605, 881, 745]","[1.0, 0.919, 0.975, 0.9946]",0.0,1.0,2.15,3.33,
2019-10-13 17:00:00,0.13,0.151,47,130.8446153846154,4,0.9315622620961379,64327.35,0,100000,"[0.0, 1.0, 1.67, 3.24]","[0, 29858, 50000, 96736]","[274, 211, 868, 1152]","[0.0, 0.3128, 0.129, 0.1745]",0.0,1.0,1.67,3.24,
2019-10-15 20:00:00,0.029,0.854,42,465.1470588235294,4,0.9582040315713723,117504.99,0,150000,"[0.0, 1.0, 1.53, 1.94]","[0, 77198, 118333, 150000]","[202, 514, 432, 1357]","[0.0, 0.8132, 0.9074, 0.9801]",0.0,1.0,1.53,1.94,
2019-10-22 20:00:00,0.179,0.228,50,148.02082882882883,4,0.9994011976047904,81760.48,20000,120000,"[1.0, 1.5, 2.25, 3.0]","[39949, 60000, 90000, 120000]","[389, 719, 717, 680]","[0.3316, 0.178, 0.1715, 0.2809]",1.0,1.5,2.25,3.0,
2019-10-31 20:00:00,0.013,0.802,26,,5,0.9925325818950336,26083.83,0,50000,"[0.0, 1.0, 2.26, 3.39, 5.66]","[0, 8841, 20000, 30000, 50000]","[274, 69, 49, 2095, 18]","[0.0, 0.5362, 0.6327, 0.9198, 0.7222]",0.0,1.0,2.26,3.39,5.66
2019-11-01 20:00:00,0.251,0.257,49,259.2006369426752,5,1.0,93077.84,0,150000,"[0.0, 1.0, 2.0, 3.0, 3.75]","[0, 40000, 80000, 120000, 150000]","[274, 491, 533, 339, 868]","[0.0, 0.3768, 0.2964, 0.2802, 0.2373]",0.0,1.0,2.0,3.0,3.75
2019-11-16 17:00:00,0.123,0.675,49,640.652657004831,5,0.9946958481531425,88339.32,0,160000,"[1.0, 14.28, 25.0, 46.43, 57.14]","[2800, 39978, 70000, 130000, 160000]","[100, 922, 528, 187, 768]","[0.28, 0.5206, 0.6875, 0.7326, 0.8906]",1.0,14.28,25.0,46.43,57.14
2019-11-17 17:00:00,0.548,0.754,50,880.7317757066876,5,0.9921279517710297,228303.39,5000,320000,"[1.0, 1.76, 2.65, 3.82, 4.7]","[68045, 120000, 180000, 260000, 320000]","[353, 395, 193, 579, 985]","[0.813, 0.7899, 0.9326, 0.7772, 0.6701]",1.0,1.76,2.65,3.82,4.7
2019-11-20 20:00:00,0.32,0.33,48,414.1567320745403,5,0.9968651400102435,134323.35,5000,200000,"[1.0, 2.02, 3.04, 4.05, 5.06]","[39512, 80000, 120000, 160000, 200000]","[410, 419, 456, 299, 921]","[0.4317, 0.568, 0.2741, 0.2776, 0.2204]",1.0,2.02,3.04,4.05,5.06
2019-11-26 20:00:00,0.051,0.198,50,1346.7827692307692,6,1.0,63217.56,0,100000,"[0.0, 1.0, 3.0, 5.0, 7.0, 10.0]","[0, 10000, 30000, 50000, 70000, 100000]","[274, 31, 617, 338, 62, 1183]","[0.0, 0.4516, 0.154, 0.2071, 0.5, 0.2426]",0.0,1.0,3.0,5.0,7.0
2019-11-30 17:00:00,0.175,0.376,50,163.11470734126985,5,0.998349261073812,39890.22,5000,80000,"[1.0, 2.01, 4.02, 6.03, 8.04]","[9953, 20000, 40000, 60000, 80000]","[529, 920, 101, 209, 746]","[0.2344, 0.2163, 0.2277, 0.5837, 0.6367]",1.0,2.01,4.02,6.03,8.04
2019-12-06 20:00:00,0.295,0.302,49,249.46216216216217,4,0.8965415588673349,118666.67,0,180000,"[0.0, 1.0, 2.0, 3.43]","[0, 50000, 99982, 171389]","[274, 367, 568, 1296]","[0.0, 0.5177, 0.3398, 0.2886]",0.0,1.0,2.0,3.43,
2019-12-07 17:00:00,0.04,0.702,47,401.69883578431376,6,0.9988110735051636,48027.94,0,100000,"[0.0, 1.0, 3.02, 5.04, 7.05, 10.07]","[0, 9928, 30000, 50000, 70000, 100000]","[144, 139, 282, 1538, 221, 181]","[0.0, 0.0719, 0.7482, 0.7939, 0.8054, 0.768]",0.0,1.0,3.02,5.04,7.05
2019-12-08 17:00:00,0.112,0.124,49,242.0326857847672,5,0.9992414051448922,47836.33,0,100000,"[0.0, 1.0, 3.0, 5.0, 8.0]","[0, 10000, 30000, 50000, 80014]","[274, 17, 625, 874, 715]","[0.0, 1.0, 0.1024, 0.1236, 0.1692]",0.0,1.0,3.0,5.0,8.0
2019-12-25 20:00:00,0.022,0.032,45,,5,0.9981575310916627,43760.48,0,70000,"[0.0, 1.0, 4.67, 7.78, 10.89]","[0, 6429, 30000, 50000, 70000]","[274, 14, 115, 2053, 49]","[0.0, 0.4286, 0.087, 0.0253, 0.2245]",0.0,1.0,4.67,7.78,10.89
2019-12-29 14:00:00,0.168,0.203,50,140.82011442336645,5,0.9994011976047904,82734.53,0,120000,"[1.0, 146.0, 219.0, 328.5, 438.0]","[274, 40000, 60000, 90000, 120000]","[73, 458, 459, 681, 834]","[0.0137, 0.2817, 0.2244, 0.188, 0.1763]",1.0,146.0,219.0,328.5,438.0
2019-12-31 20:00:00,0.279,0.504,47,13.440719288603278,4,1.0,46403.19,15000,60000,"[1.0, 2.0, 3.33, 4.0]","[15000, 30000, 50000, 60000]","[130, 619, 964, 792]","[0.0308, 0.5719, 0.6068, 0.4028]",1.0,2.0,3.33,4.0,
2020-01-05 17:00:00,0.365,0.365,49,184.6713118636041,4,1.0,115353.29,50000,160000,"[1.0, 1.8, 2.4, 3.2]","[50000, 90000, 120000, 160000]","[477, 467, 667, 894]","[0.4172, 0.4475, 0.3553, 0.3009]",1.0,1.8,2.4,3.2,
2020-01-11 17:00:00,0.503,0.657,50,153.65019160189985,4,0.9986211907912611,101552.89,10000,150000,"[1.0, 1.5, 2.01, 3.01]","[49869, 75000, 100000, 150000]","[459, 444, 842, 760]","[0.573, 0.5901, 0.658, 0.7474]",1.0,1.5,2.01,3.01,
2020-02-11 19:30:00,0.089,0.803,45,768.8826262626261,6,1.0,60878.24,0,120000,"[0.0, 1.0, 3.0, 6.0, 9.0, 12.0]","[0, 10000, 30000, 60000, 90000, 120000]","[274, 13, 767, 485, 522, 444]","[0.0, 1.0, 0.7875, 0.9773, 0.931, 0.9797]",0.0,1.0,3.0,6.0,9.0
2020-02-22 17:00:00,0.124,0.383,48,272.1623376623377,5,0.9899629312802967,66654.69,0,120000,"[1.0, 12.65, 25.29, 37.94, 50.58]","[2372, 30000, 60000, 90000, 120000]","[274, 727, 305, 589, 610]","[0.0146, 0.2283, 0.2951, 0.5246, 0.641]",1.0,12.65,25.29,37.94,50.58
2020-05-05 20:00:00,0.03,0.142,46,110.94005847953217,5,1.0,15542.91,0,30000,"[0.0, 1.0, 2.0, 4.0, 6.0]","[0, 5000, 10000, 20000, 30000]","[274, 7, 1316, 150, 758]","[0.0, 1.0, 0.0752, 0.28, 0.2744]",0.0,1.0,2.0,4.0,6.0
2020-06-03 19:30:00,0.06,0.248,39,951.3503401360546,5,0.9755367206762944,53239.52,5000,100000,"[1.0, 1.56, 2.61, 3.65, 5.21]","[19183, 30000, 50000, 70000, 100000]","[545, 695, 238, 418, 609]","[0.2789, 0.2115, 0.2143, 0.1627, 0.335]",1.0,1.56,2.61,3.65,5.21
2020-06-19 19:30:00,0.095,0.547,50,1002.5427350427351,6,0.9982212046495244,56337.33,0,110000,"[1.0, 136.67, 410.0, 820.0, 1230.0, 1503.33]","[73, 10000, 30000, 60000, 90000, 110000]","[205, 105, 1011, 389, 53, 742]","[0.0146, 0.2571, 0.4857, 0.6787, 0.1887, 0.7749]",1.0,136.67,410.0,820.0,1230.0
2020-09-12 17:00:00,0.067,0.067,43,53.743589743589745,3,1.0,108367.27,55000,130000,"[1.0, 2.0, 2.36]","[55000, 110000, 130000]","[274, 1682, 549]","[0.0401, 0.0547, 0.1166]",1.0,2.0,2.36,,
2020-10-11 17:00:00,0.066,0.097,1,0.0,3,0.1093812375249501,26718.56,0,30000,"[0.0, 1.0, 1.0]","[0, 30000, 30000]","[274, 1143, 1088]","[0.0, 0.1111, 0.1057]",0.0,1.0,1.0,,
2020-10-20 19:30:00,0.077,0.321,50,186.00651927437642,5,0.9979336780983487,35870.26,0,60000,"[0.0, 1.0, 2.09, 4.18, 6.27]","[0, 9565, 20007, 40000, 59987]","[274, 23, 711, 720, 777]","[0.0, 0.6522, 0.301, 0.3208, 0.4414]",0.0,1.0,2.09,4.18,6.27
2020-11-15 17:00:00,0.033,0.594,38,1684.088235294117,6,1.0,121720.56,0,150000,"[0.0, 1.0, 7.0, 10.0, 12.0, 15.0]","[0, 10000, 70000, 100000, 120000, 150000]","[274, 21, 167, 57, 353, 1633]","[0.0, 0.8095, 0.4371, 0.4912, 0.6827, 0.692]",0.0,1.0,7.0,10.0,12.0
2020-12-19 17:00:00,0.104,0.442,37,53.59756097560975,4,1.0,34381.24,0,50000,"[0.0, 1.0, 1.75, 2.5]","[0, 20000, 35000, 50000]","[130, 555, 1065, 755]","[0.5077, 0.4378, 0.4329, 0.445]",0.0,1.0,1.75,2.5,
2021-01-01 19:30:00,0.146,0.232,50,66.73820237683165,3,1.0,60854.29,40000,80000,"[1.0, 1.5, 2.0]","[40000, 60000, 80000]","[659, 1080, 766]","[0.1684, 0.2574, 0.2507]",1.0,1.5,2.0,,
2021-03-19 19:30:00,0.295,0.381,50,129.58056774193548,4,0.9990609143159463,85624.75,35000,120000,"[1.0, 1.4, 1.8, 2.4]","[49940, 70000, 90000, 120000]","[499, 618, 675, 713]","[0.3727, 0.3592, 0.3437, 0.4418]",1.0,1.4,1.8,2.4,
2021-03-20 17:00:00,0.178,0.187,50,87.59868827160493,3,0.9904256588151441,50504.99,5000,70000,"[1.0, 1.69, 2.37]","[29579, 50000, 70000]","[796, 833, 876]","[0.2487, 0.1969, 0.1221]",1.0,1.69,2.37,,
2021-03-28 17:00:00,0.336,0.366,2,237.2009125770594,4,0.9777595516389417,114399.2,10000,150000,"[1.0, 1.57, 2.09, 2.62]","[57307, 90000, 119958, 150000]","[453, 432, 708, 912]","[0.3819, 0.3704, 0.3277, 0.3849]",1.0,1.57,2.09,2.62,
2021-03-31 19:30:00,0.363,0.503,50,137.46674593583094,4,0.9198634310326714,111113.77,0,150000,"[0.0, 1.0, 1.53, 1.92]","[0, 78179, 120000, 150000]","[202, 571, 870, 862]","[0.0, 0.3713, 0.5954, 0.616]",0.0,1.0,1.53,1.92,
2021-05-25 19:30:00,0.071,0.321,37,901.5665934065935,5,0.9747554215539156,47201.6,0,120000,"[1.0, 146.0, 438.0, 730.0, 1300.23]","[68, 10000, 30000, 50000, 89057]","[146, 222, 370, 1343, 424]","[0.0137, 0.5766, 0.1568, 0.3098, 0.4741]",1.0,146.0,438.0,730.0,1300.23
2021-06-15 19:30:00,0.17,0.439,48,158.14407008086255,4,0.8465569271115228,98834.33,0,150000,"[1.0, 25.29, 43.92, 63.23]","[2372, 60000, 104196, 150000]","[274, 595, 746, 890]","[0.0073, 0.3445, 0.5121, 0.5742]",1.0,25.29,43.92,63.23,
2021-06-24 19:30:00,0.05,0.259,50,366.86488095238093,6,0.9977104614300811,52325.35,0,80000,"[0.0, 1.0, 2.32, 4.65, 6.97, 9.29]","[0, 8611, 20000, 40000, 60000, 80000]","[274, 18, 538, 145, 402, 1128]","[0.0, 0.3889, 0.1822, 0.1517, 0.2836, 0.3626]",0.0,1.0,2.32,4.65,6.97
2021-07-29 19:30:00,0.03,0.177,50,557.5964912280701,4,0.9954947248360422,55045.91,0,90000,"[0.0, 1.0, 2.29, 3.0]","[0, 30000, 68588, 90000]","[274, 1018, 85, 1128]","[0.0, 0.0452, 0.2706, 0.3316]",0.0,1.0,2.29,3.0,
2021-08-27 19:30:00,0.056,0.412,50,660.8142857142857,4,0.9674335539447421,67664.67,0,120000,"[0.0, 1.0, 2.19, 4.0]","[0, 30000, 65618, 120000]","[274, 930, 267, 1034]","[0.0, 0.272, 0.3933, 0.6518]",0.0,1.0,2.19,4.0,
2021-09-19 17:00:00,0.391,0.501,50,72.88175426383572,4,0.999047359825803,77606.79,5000,110000,"[1.0, 1.5, 2.0, 2.75]","[39930, 60000, 80000, 110000]","[501, 598, 538, 868]","[0.481, 0.4431, 0.4201, 0.6014]",1.0,1.5,2.0,2.75,
2021-09-21 19:30:00,0.257,0.423,50,187.06020903322133,4,0.9872349175951994,77009.98,10000,110000,"[1.0, 1.54, 2.06, 2.83]","[38881, 60000, 80000, 110000]","[420, 699, 594, 792]","[0.381, 0.2976, 0.3451, 0.6136]",1.0,1.54,2.06,2.83,
2021-09-22 19:30:00,0.278,0.444,50,167.32343234323432,4,0.9842872118543726,75816.37,10000,110000,"[1.0, 1.54, 2.05, 2.82]","[38945, 60000, 80000, 110000]","[550, 568, 605, 782]","[0.3818, 0.3415, 0.3752, 0.6151]",1.0,1.54,2.05,2.82,
2021-10-01 19:30:00,0.167,0.485,50,318.7092032967033,4,0.8612926664656299,109041.92,0,150000,"[0.0, 1.0, 1.74, 2.5]","[0, 60000, 104181, 150000]","[274, 329, 696, 1206]","[0.0, 0.1489, 0.5244, 0.665]",0.0,1.0,1.74,2.5,
2021-10-13 19:30:00,0.088,0.099,50,595.6666666666666,4,1.0,88315.37,40000,120000,"[1.0, 1.5, 2.25, 3.0]","[40000, 60000, 90000, 120000]","[526, 389, 465, 1125]","[0.1255, 0.1131, 0.0882, 0.0862]",1.0,1.5,2.25,3.0,
2021-10-24 17:00:00,0.191,0.301,2,794.4423684210527,6,1.0,66654.69,0,120000,"[0.0, 1.0, 3.0, 6.0, 9.0, 12.0]","[0, 10000, 30000, 60000, 90000, 120000]","[274, 161, 409, 497, 547, 617]","[0.0, 0.3106, 0.2787, 0.2575, 0.34, 0.4457]",0.0,1.0,3.0,6.0,9.0
2021-10-26 19:30:00,0.457,0.489,47,65.76380674212,4,0.997159336711193,93850.3,5000,130000,"[1.0, 1.41, 2.01, 2.61]","[49790, 70000, 100000, 130000]","[501, 588, 503, 913]","[0.491, 0.4915, 0.4811, 0.4896]",1.0,1.41,2.01,2.61,
2021-10-27 19:30:00,0.248,0.313,50,234.5816960816961,4,0.97856063573787,88670.66,10000,130000,"[1.0, 1.44, 2.06, 2.68]","[48451, 70000, 100000, 130000]","[536, 823, 348, 798]","[0.3265, 0.2722, 0.2069, 0.3922]",1.0,1.44,2.06,2.68,
2021-10-28 19:30:00,0.197,0.54,50,166.47317436661697,5,1.0,107269.46,0,150000,"[0.0, 1.0, 1.5, 2.0, 2.5]","[0, 60000, 90000, 120000, 150000]","[144, 473, 321, 787, 780]","[0.0, 0.3763, 0.5888, 0.6404, 0.6167]",0.0,1.0,1.5,2.0,2.5
2021-10-29 19:30:00,0.066,0.356,29,590.7339583333332,5,0.9462632467092799,55227.54,0,100000,"[1.0, 7.18, 10.78, 24.47, 35.92]","[2784, 19987, 30008, 68124, 100000]","[185, 382, 666, 533, 739]","[0.4378, 0.2906, 0.3063, 0.4034, 0.3789]",1.0,7.18,10.78,24.47,35.92
2021-11-11 19:30:00,0.075,0.335,50,300.3552266419981,4,0.933307298446585,73101.8,0,100000,"[0.0, 1.0, 1.79, 2.24]","[0, 44662, 80000, 100000]","[144, 622, 928, 811]","[0.0, 0.2428, 0.3685, 0.4266]",0.0,1.0,1.79,2.24,
2021-11-13 17:00:00,0.05,0.465,49,1008.7258064516129,4,0.9706345928831992,83900.2,0,150000,"[0.0, 1.0, 1.84, 3.0]","[0, 50000, 91829, 150000]","[274, 1143, 175, 913]","[0.0, 0.4654, 0.5543, 0.5882]",0.0,1.0,1.84,3.0,
2021-11-21 17:00:00,0.081,0.086,1,0.0,3,1.0,9049.9,0,10000,"[0.0, 1.0, 2.0]","[0, 5000, 10000]","[202, 72, 2231]","[0.0, 0.125, 0.0928]",0.0,1.0,2.0,,
2021-11-24 19:30:00,0.032,0.617,47,347.42078754578756,6,0.9988023952095808,53590.82,0,100000,"[0.0, 1.0, 3.82, 6.36, 8.91, 12.73]","[0, 7857, 30000, 50000, 70000, 100000]","[274, 7, 513, 494, 920, 297]","[0.2628, 1.0, 0.6277, 0.6619, 0.6696, 0.6801]",0.0,1.0,3.82,6.36,8.91
2021-11-28 17:00:00,0.04,0.072,27,180.71666666666664,4,0.9812173541303516,98574.85,0,130000,"[0.0, 1.0, 1.34, 1.62]","[0, 74859, 100000, 120904]","[130, 177, 1534, 664]","[0.0, 0.1073, 0.0626, 0.0979]",0.0,1.0,1.34,1.62,
2021-11-30 19:30:00,0.022,0.617,41,,4,0.997876951923,81928.14,0,150000,"[0.0, 1.0, 1.43, 2.15]","[0, 69929, 100000, 150000]","[274, 1414, 324, 493]","[0.6788, 0.5962, 0.5988, 0.6552]",0.0,1.0,1.43,2.15,
2021-12-18 17:00:00,0.106,0.427,41,97.54838709677419,3,1.0,54866.27,40000,80000,"[1.0, 1.5, 2.0]","[40000, 60000, 80000]","[663, 1822, 20]","[0.2443, 0.4912, 0.65]",1.0,1.5,2.0,,
2021-12-19 17:00:00,0.135,0.613,50,121.93557422969188,3,0.8101385995296788,76962.08,0,110000,"[0.0, 1.0, 1.64]","[0, 64061, 105140]","[274, 1017, 1214]","[0.0, 0.6037, 0.7586]",0.0,1.0,1.64,,
2022-01-01 17:00:00,0.285,0.291,50,646.1364058355437,4,0.997761862811082,160129.74,60000,220000,"[1.0, 1.99, 2.82, 3.65]","[60266, 120000, 170000, 220000]","[470, 386, 726, 923]","[0.383, 0.4093, 0.3182, 0.1744]",1.0,1.99,2.82,3.65,
2022-01-02 17:00:00,0.305,0.312,50,497.28616352201266,4,1.0,158682.63,60000,220000,"[1.0, 2.0, 2.83, 3.67]","[60000, 120000, 170000, 220000]","[480, 455, 626, 944]","[0.4938, 0.389, 0.3099, 0.1833]",1.0,2.0,2.83,3.67,
2022-01-06 19:30:00,0.378,0.485,49,100.89829999796528,4,0.9920484998492357,86668.66,5000,110000,"[1.0, 1.42, 1.83, 2.23]","[49267, 70000, 90000, 110000]","[416, 447, 765, 877]","[0.512, 0.3333, 0.4575, 0.5747]",1.0,1.42,1.83,2.23,
2022-03-06 17:00:00,0.099,0.591,47,236.9216589861751,4,0.9138528162686743,73576.85,0,120000,"[0.0, 1.0, 1.75, 2.87]","[0, 40000, 70000, 114972]","[274, 672, 485, 1074]","[0.0, 0.4182, 0.6247, 0.8352]",0.0,1.0,1.75,2.87,
2022-03-18 19:30:00,0.006,0.153,10,,4,0.993518131461465,27113.77,0,50000,"[0.0, 1.0, 5.99, 10.0]","[0, 5000, 29937, 50000]","[144, 130, 2207, 24]","[0.0, 0.0077, 0.1708, 0.2083]",0.0,1.0,5.99,10.0,
