층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점,무대까지의 거리,좌우면적시야각,상하면적시야각
1층,D블록,13,2,1층 D블록13열 2,-606,1858,130,1층 B블록13열 11,1958.6474925315172,43.56375626150184,8.7971896880294
1층,D블록,13,3,1층 D블록13열 3,-661,1853,130,1층 B블록13열 10,1971.656663823598,42.86343445855481,9.447441500072214
1층,D블록,13,4,1층 D블록13열 4,-711,1849,130,1층 B블록13열 9,1985.251117617114,42.170466877022,10.010242405254013
1층,D블록,13,5,1층 D블록13열 5,-766,1841,130,1층 B블록13열 8,1998.233469842801,41.423309087917005,10.634939085856034
1층,D블록,13,6,1층 D블록13열 6,-820,1834,130,1층 B블록13열 7,2013.1706336026264,40.6270609778234,11.212486247720495
1층,D블록,13,7,1층 D블록13열 7,-875,1826,130,1층 B블록13열 6,2028.9901429036072,39.78557776055074,11.779404578807496
1층,D블록,13,8,1층 D블록13열 8,-929,1818,130,1층 B블록13열 5,2045.7431412569858,38.92210761312572,12.307500155263181
1층,D블록,13,9,1층 D블록13열 9,-981,1811,130,1층 B블록13열 4,2063.7301180144655,38.04971063953266,12.779992027309344
1층,D블록,13,10,1층 D블록13열 10,-1035,1802,130,1층 B블록13열 3,2082.145287918209,37.13634956750308,13.258456186879885
1층,D블록,13,11,1층 D블록13열 11,-1090,1792,130,1층 B블록13열 2,2101.4908993378963,36.18759913310812,13.723083756191688
1층,D블록,13,12,1층 D블록13열 12,-1144,1783,130,1층 B블록13열 1,2122.433744548932,35.225973611020635,14.1395229110805
1층,E블록,13,1,1층 E블록13열 1,-1298,1753,130,1층 A블록13열 12,2185.1116676270804,32.438856681339544,15.207114646583014
1층,E블록,13,2,1층 E블록13열 2,-1347,1743,130,1층 A블록13열 11,2206.662185292529,31.540178529525583,15.50111670728256
1층,E블록,13,3,1층 E블록13열 3,-1400,1732,130,1층 A블록13열 10,2230.8572343384058,30.566993949605838,15.79445430386961
1층,E블록,13,4,1층 E블록13열 4,-1449,1720,130,1층 A블록13열 9,2252.7540922169023,29.673727344856346,16.060976820431055
1층,E블록,13,5,1층 E블록13열 5,-1497,1708,130,1층 A블록13열 8,2274.900657171649,28.80038079636884,16.302510509797543
1층,E블록,13,6,1층 E블록13열 6,-1546,1697,130,1층 A블록13열 7,2299.309679012377,27.911237328292874,16.514104779425526
1층,E블록,13,7,1층 E블록13열 7,-1594,1685,130,1층 A블록13열 6,2323.1360270117634,27.048874927861114,16.71327474680791
1층,E블록,13,8,1층 E블록13열 8,-1646,1672,130,1층 A블록13열 5,2349.8510591099175,26.12444951957806,16.906457233674047
1층,E블록,13,9,1층 E블록13열 9,-1694,1658,130,1층 A블록13열 4,2373.92080744072,25.2802339055611,17.08446283028895
1층,E블록,13,10,1층 E블록13열 10,-1742,1645,130,1층 A블록13열 3,2399.4768179751186,24.448097168037627,17.233549041876685
1층,E블록,13,11,1층 E블록13열 11,-1790,1631,130,1층 A블록13열 2,2425.11051294575,23.627041919391967,17.37403425010222
1층,E블록,13,12,1층 E블록13열 12,-1838,1618,130,1층 A블록13열 1,2452.1557862419754,22.822824269918296,17.487425522961928
1층,B블록,14,1,1층 B블록14열 1,1159,1877,151,1층 D블록14열 12,2211.1560324861744,34.11258452266468,13.272811026646103
1층,B블록,14,2,1층 B블록14열 2,1105,1886,151,1층 D블록14열 11,2191.077816965888,34.97314737950974,12.874061211750732
1층,B블록,14,3,1층 B블록14열 3,1051,1895,151,1층 D블록14열 10,2172.194052104922,35.81352439487499,12.448588254461947
1층,B블록,14,4,1층 B블록14열 4,996,1904,151,1층 D블록14열 9,2154.0735827728818,36.64616198628912,11.989539592675497
1층,B블록,14,5,1층 B블록14열 5,942,1913,151,1층 D블록14열 8,2137.6936169619817,37.43271326974886,11.510920882812131
1층,B블록,14,6,1층 B블록14열 6,888,1920,151,1층 D블록14열 7,2120.788768359546,38.21332903806008,11.024832344575247
1층,B블록,14,7,1층 B블록14열 7,833,1928,151,1층 D블록14열 6,2105.676613347833,38.961098696229314,10.495845070226945
1층,B블록,14,8,1층 B블록14열 8,779,1935,151,1층 D블록14열 5,2091.3792099951647,39.66878804641514,9.95935124299247
1층,B블록,14,9,1층 B블록14열 9,724,1943,151,1층 D블록14열 4,2078.9963924932626,40.33215892549319,9.381992357102131
1층,B블록,14,10,1층 B블록14열 10,669,1948,151,1층 D블록14열 3,2065.2036219220613,40.99867921260064,8.805860642502676
1층,B블록,14,11,1층 B블록14열 11,615,1953,151,1층 D블록14열 2,2053.103747987422,41.605107631702985,8.21804980914662
1층,B블록,14,12,1층 B블록14열 12,560,1958,151,1층 D블록14열 1,2042.0981856903943,42.17346878180264,7.600491482771219
1층,C블록,14,1,1층 C블록14열 1,402,1969,151,1층 C블록14열 14,2015.2831066626843,43.56104588006266,5.764187304263085
1층,C블록,14,2,1층 C블록14열 2,340,1973,151,1층 C블록14열 13,2007.7674168090286,43.976929000848784,5.027660968200982
1층,C블록,14,3,1층 C블록14열 3,278,1976,151,1층 C블록14열 12,2001.1649107457386,44.33371913424917,4.301158242606978
1층,C블록,14,4,1층 C블록14열 4,216,1979,151,1층 C블록14열 11,1996.4713872229675,44.6076632549789,3.598375481512297
1층,C블록,14,5,1층 C블록14열 5,154,1980,151,1층 C블록14열 10,1991.7120775855128,44.8422583183374,2.957725840572768
1층,C블록,14,6,1층 C블록14열 6,92,1981,151,1층 C블록14열 9,1988.8755617182287,44.99143340119255,2.431160249279788
1층,C블록,14,7,1층 C블록14열 7,30,1982,151,1층 C블록14열 8,1987.9700701972351,45.05398104053574,2.118466051257534
1층,C블록,14,8,1층 C블록14열 8,-30,1982,151,1층 C블록14열 7,1987.9700701972351,45.05398104053574,2.118466051257534
1층,C블록,14,9,1층 C블록14열 9,-92,1981,151,1층 C블록14열 6,1988.8755617182287,44.99143340119255,2.431160249279788
1층,C블록,14,10,1층 C블록14열 10,-154,1980,151,1층 C블록14열 5,1991.7120775855128,44.8422583183374,2.957725840572768
1층,C블록,14,11,1층 C블록14열 11,-216,1979,151,1층 C블록14열 4,1996.4713872229675,44.6076632549789,3.598375481512297
1층,C블록,14,12,1층 C블록14열 12,-278,1976,151,1층 C블록14열 3,2001.1649107457386,44.33371913424917,4.301158242606978
1층,C블록,14,13,1층 C블록14열 13,-340,1973,151,1층 C블록14열 2,2007.7674168090286,43.976929000848784,5.027660968200982
1층,C블록,14,14,1층 C블록14열 14,-402,1969,151,1층 C블록14열 1,2015.2831066626843,43.56104588006266,5.764187304263085
1층,D블록,14,1,1층 D블록14열 1,-560,1958,151,1층 B블록14열 12,2042.0981856903943,42.17346878180264,7.600491482771219
1층,D블록,14,2,1층 D블록14열 2,-615,1953,151,1층 B블록14열 11,2053.103747987422,41.605107631702985,8.21804980914662
1층,D블록,14,3,1층 D블록14열 3,-669,1948,151,1층 B블록14열 10,2065.2036219220613,40.99867921260064,8.805860642502676
1층,D블록,14,4,1층 D블록14열 4,-724,1943,151,1층 B블록14열 9,2078.9963924932626,40.33215892549319,9.381992357102131
1층,D블록,14,5,1층 D블록14열 5,-779,1935,151,1층 B블록14열 8,2091.3792099951647,39.66878804641514,9.95935124299247
1층,D블록,14,6,1층 D블록14열 6,-833,1928,151,1층 B블록14열 7,2105.676613347833,38.961098696229314,10.495845070226945
1층,D블록,14,7,1층 D블록14열 7,-888,1920,151,1층 B블록14열 6,2120.788768359546,38.21332903806008,11.024832344575247
1층,D블록,14,8,1층 D블록14열 8,-942,1913,151,1층 B블록14열 5,2137.6936169619817,37.43271326974886,11.510920882812131
1층,D블록,14,9,1층 D블록14열 9,-996,1904,151,1층 B블록14열 4,2154.0735827728818,36.64616198628912,11.989539592675497
1층,D블록,14,10,1층 D블록14열 10,-1051,1895,151,1층 B블록14열 3,2172.194052104922,35.81352439487499,12.448588254461947
1층,D블록,14,11,1층 D블록14열 11,-1105,1886,151,1층 B블록14열 2,2191.077816965888,34.97314737950974,12.874061211750732
1층,D블록,14,12,1층 D블록14열 12,-1159,1877,151,1층 B블록14열 1,2211.1560324861744,34.11258452266468,13.272811026646103
1층,A블록,15,1,1층 A블록15열 1,1878,1829,172,1층 E블록15열 12,2627.1103897628664,22.641747723595294,15.644385638918811
1층,A블록,15,2,1층 A블록15열 2,1830,1843,172,1층 E블록15열 11,2602.9085654321398,23.320926368301897,15.501745539745746
1층,A블록,15,3,1층 A블록15열 3,1782,1856,172,1층 E블록15열 10,2578.7291443654954,24.006818238357127,15.352682897953727
1층,A블록,15,4,1층 A블록15열 4,1733,1869,172,1층 E블록15열 9,2554.6103421069915,24.713683120763324,15.187280881803364
1층,A블록,15,5,1층 A블록15열 5,1685,1883,172,1층 E블록15열 8,2532.6859260476813,25.40991130884786,14.998740650903025
1층,A블록,15,6,1층 A블록15열 6,1634,1896,172,1층 E블록15열 7,2508.85551596739,26.154998094753466,14.797106790567351
1층,A블록,15,7,1층 A블록15열 7,1585,1908,172,1층 E블록15열 6,2486.4177042484234,26.874364892309522,14.590482992820677
1층,A블록,15,8,1층 A블록15열 8,1537,1920,172,1층 E블록15열 5,2465.431605216417,27.579246442196983,14.369274690370288
1층,A블록,15,9,1층 A블록15열 9,1488,1932,172,1층 E블록15열 4,2444.657849270527,28.29831335410162,14.128338403708607
1층,A블록,15,10,1층 A블록15열 10,1439,1943,172,1층 E블록15열 3,2423.954207488252,29.01848122229033,13.87852505330205
1층,A블록,15,11,1층 A블록15열 11,1387,1954,172,1층 E블록15열 2,2402.3881867841424,29.78162987904457,13.599765851303015
1층,A블록,15,12,1층 A블록15열 12,1338,1964,172,1층 E블록15열 1,2382.6716097691683,30.497092037847075,13.321615735180693
1층,B블록,15,1,1층 B블록15열 1,1180,1995,172,1층 D블록15열 13,2324.2222355015883,32.75061157577906,12.310388067536715
1층,B블록,15,2,1층 B블록15열 2,1129,2004,172,1층 D블록15열 12,2306.5647617181703,33.45785754696638,11.951766404629046
1층,B블록,15,3,1층 B블록15열 3,1078,2012,172,1층 D블록15열 11,2289.063563992927,34.15737797253959,11.581740175526361
1층,B블록,15,4,1층 B블록15열 4,1028,2020,172,1층 D블록15열 10,2273.0525730831655,34.82311888294793,11.198304691927376
1층,B블록,15,5,1층 B블록15열 5,977,2029,172,1층 D블록15열 9,2258.5291674007667,35.470629280137125,10.780965414028785
1층,B블록,15,6,1층 B블록15열 6,926,2036,172,1층 D블록15열 8,2243.2913319495533,36.1163606874963,10.360966788170074
1층,B블록,15,7,1층 B블록15열 7,875,2043,172,1층 D블록15열 7,2229.13839857466,36.736038123349,9.92213519881371
1층,B블록,15,8,1층 B블록15열 8,824,2050,172,1층 D블록15열 6,2216.0911533598974,37.32683236818613,9.46522980158673
1층,B블록,15,9,1층 B블록15열 9,773,2057,172,1층 D블록15열 5,2204.1692312524465,37.88601114077252,8.991203513441436
1층,B블록,15,10,1층 B블록15열 10,722,2064,172,1층 D블록15열 4,2193.3909820184817,38.41096864127217,8.501220640535218
1층,B블록,15,11,1층 B블록15열 11,670,2068,172,1층 D블록15열 3,2180.6210124641098,38.95829435602391,8.007440085026072
1층,B블록,15,12,1층 B블록15열 12,619,2073,172,1층 D블록15열 2,2170.2704900541776,39.441843398324096,7.5011952336266186
1층,B블록,15,13,1층 B블록15열 13,568,2077,172,1층 D블록15열 1,2160.1243019789395,39.90368244847539,6.988385157907076
1층,C블록,15,1,1층 C블록15열 1,406,2089,172,1층 C블록15열 14,2135.0271661035135,41.10975419519555,5.303091607873313
1층,C블록,15,2,1층 C블록15열 2,344,2093,172,1층 C블록15열 13,2128.0434676011673,41.46416581812917,4.653089854408939
1층,C블록,15,3,1층 C블록15열 3,281,2096,172,1층 C블록15열 12,2121.735374640297,41.77439058897856,4.007468035541819
1층,C블록,15,4,1층 C블록15열 4,219,2099,172,1층 C블록15열 11,2117.3913195250425,42.00768616299101,3.3997337685192854
1층,C블록,15,5,1층 C블록15열 5,156,2100,172,1층 C블록15열 10,2112.7990912531177,42.21240405048216,2.8462192799008443
1층,C블록,15,6,1층 C블록15열 6,94,2101,172,1층 C블록15열 9,2110.1234561039314,42.34041940057554,2.4080987975559824
1층,C블록,15,7,1층 C블록15열 7,31,2102,172,1층 C블록15열 8,2109.2531853715427,42.395517673031804,2.1487396029172725
1층,C블록,15,8,1층 C블록15열 8,-31,2102,172,1층 C블록15열 7,2109.2531853715427,42.395517673031804,2.1487396029172725
1층,C블록,15,9,1층 C블록15열 9,-94,2101,172,1층 C블록15열 6,2110.1234561039314,42.34041940057554,2.4080987975559824
1층,C블록,15,10,1층 C블록15열 10,-156,2100,172,1층 C블록15열 5,2112.7990912531177,42.21240405048216,2.8462192799008443
1층,C블록,15,11,1층 C블록15열 11,-219,2099,172,1층 C블록15열 4,2117.3913195250425,42.00768616299101,3.3997337685192854
1층,C블록,15,12,1층 C블록15열 12,-281,2096,172,1층 C블록15열 3,2121.735374640297,41.77439058897856,4.007468035541819
1층,C블록,15,13,1층 C블록15열 13,-344,2093,172,1층 C블록15열 2,2128.0434676011673,41.46416581812917,4.653089854408939
1층,C블록,15,14,1층 C블록15열 14,-406,2089,172,1층 C블록15열 1,2135.0271661035135,41.10975419519555,5.303091607873313
1층,D블록,15,1,1층 D블록15열 1,-568,2077,172,1층 B블록15열 13,2160.1243019789395,39.90368244847539,6.988385157907076
1층,D블록,15,2,1층 D블록15열 2,-619,2073,172,1층 B블록15열 12,2170.2704900541776,39.441843398324096,7.5011952336266186
1층,D블록,15,3,1층 D블록15열 3,-670,2068,172,1층 B블록15열 11,2180.6210124641098,38.95829435602391,8.007440085026072
1층,D블록,15,4,1층 D블록15열 4,-722,2064,172,1층 B블록15열 10,2193.3909820184817,38.41096864127217,8.501220640535218
1층,D블록,15,5,1층 D블록15열 5,-773,2057,172,1층 B블록15열 9,2204.1692312524465,37.88601114077252,8.991203513441436
1층,D블록,15,6,1층 D블록15열 6,-824,2050,172,1층 B블록15열 8,2216.0911533598974,37.32683236818613,9.46522980158673
1층,D블록,15,7,1층 D블록15열 7,-875,2043,172,1층 B블록15열 7,2229.13839857466,36.736038123349,9.92213519881371
1층,D블록,15,8,1층 D블록15열 8,-926,2036,172,1층 B블록15열 6,2243.2913319495533,36.1163606874963,10.360966788170074
1층,D블록,15,9,1층 D블록15열 9,-977,2029,172,1층 B블록15열 5,2258.5291674007667,35.470629280137125,10.780965414028785
1층,D블록,15,10,1층 D블록15열 10,-1028,2020,172,1층 B블록15열 4,2273.0525730831655,34.82311888294793,11.198304691927376
1층,D블록,15,11,1층 D블록15열 11,-1078,2012,172,1층 B블록15열 3,2289.063563992927,34.15737797253959,11.581740175526361
1층,D블록,15,12,1층 D블록15열 12,-1129,2004,172,1층 B블록15열 2,2306.5647617181703,33.45785754696638,11.951766404629046
1층,D블록,15,13,1층 D블록15열 13,-1180,1995,172,1층 B블록15열 1,2324.2222355015883,32.75061157577906,12.310388067536715
1층,E블록,15,1,1층 E블록15열 1,-1338,1964,172,1층 A블록15열 12,2382.6716097691683,30.497092037847075,13.321615735180693
1층,E블록,15,2,1층 E블록15열 2,-1387,1954,172,1층 A블록15열 11,2402.3881867841424,29.78162987904457,13.599765851303015
1층,E블록,15,3,1층 E블록15열 3,-1439,1943,172,1층 A블록15열 10,2423.954207488252,29.01848122229033,13.87852505330205
1층,E블록,15,4,1층 E블록15열 4,-1488,1932,172,1층 A블록15열 9,2444.657849270527,28.29831335410162,14.128338403708607
1층,E블록,15,5,1층 E블록15열 5,-1537,1920,172,1층 A블록15열 8,2465.431605216417,27.579246442196983,14.369274690370288
1층,E블록,15,6,1층 E블록15열 6,-1585,1908,172,1층 A블록15열 7,2486.4177042484234,26.874364892309522,14.590482992820677
1층,E블록,15,7,1층 E블록15열 7,-1634,1896,172,1층 A블록15열 6,2508.85551596739,26.154998094753466,14.797106790567351
1층,E블록,15,8,1층 E블록15열 8,-1685,1883,172,1층 A블록15열 5,2532.6859260476813,25.40991130884786,14.998740650903025
1층,E블록,15,9,1층 E블록15열 9,-1733,1869,172,1층 A블록15열 4,2554.6103421069915,24.713683120763324,15.187280881803364
1층,E블록,15,10,1층 E블록15열 10,-1782,1856,172,1층 A블록15열 3,2578.7291443654954,24.006818238357127,15.352682897953727
1층,E블록,15,11,1층 E블록15열 11,-1830,1843,172,1층 A블록15열 2,2602.9085654321398,23.320926368301897,15.501745539745746
1층,E블록,15,12,1층 E블록15열 12,-1878,1829,172,1층 A블록15열 1,2627.1103897628664,22.641747723595294,15.644385638918811
1층,A블록,16,1,1층 A블록16열 1,1825,1943,194,1층 E블록16열 11,2672.734554721063,23.401703295191634,14.69197415493841
1층,A블록,16,2,1층 A블록16열 2,1778,1956,194,1층 E블록16열 10,2650.4444910241,24.024389958231602,14.533555223621791
1층,A블록,16,3,1층 A블록16열 3,1732,1969,194,1층 E블록16열 9,2629.528664989222,24.63654581282069,14.363300011205599
1층,A블록,16,4,1층 A블록16열 4,1685,1982,194,1층 E블록16열 8,2608.67495100482,25.264008203859827,14.178024932658754
1층,A블록,16,5,1층 A블록16열 5,1638,1993,194,1층 E블록16열 7,2587.0309236651965,25.896427040118404,13.995017744473872
1층,A블록,16,6,1층 A블록16열 6,1590,2005,194,1층 E블록16열 6,2566.2737578052734,26.541186775279396,13.78740004822683
1층,A블록,16,7,1층 A블록16열 7,1543,2016,194,1층 E블록16열 5,2546.122738596865,27.17373099193381,13.575784647389899
1층,A블록,16,8,1층 A블록16열 8,1496,2028,194,1층 E블록16열 4,2527.53555860249,27.80015831030945,13.34148389813532
1층,A블록,16,9,1층 A블록16열 9,1449,2039,194,1층 E블록16열 3,2508.9356309000837,28.42622153623054,13.100752650914718
1층,A블록,16,10,1층 A블록16열 10,1401,2048,194,1층 E블록16열 2,2488.9236629515176,29.0715944281019,12.858023852305447
1층,A블록,16,11,1층 A블록16열 11,1354,2058,194,1층 E블록16열 1,2471.096113063998,29.691882276463645,12.595570503679756
1층,B블록,16,1,1층 B블록16열 1,1194,2089,194,1층 D블록16열 13,2413.9579532377943,31.757239949502708,11.614879615956044
1층,B블록,16,2,1층 B블록16열 2,1143,2098,194,1층 D블록16열 12,2397.0166874679867,32.39464838268827,11.27302799191368
1층,B블록,16,3,1층 B블록16열 3,1092,2106,194,1층 D블록16열 11,2380.196630532864,33.02469812863731,10.921616025573822
1층,B블록,16,4,1층 B블록16열 4,1040,2115,194,1층 D블록16열 10,2364.838472285158,33.64008918499311,10.53907349601462
1층,B블록,16,5,1층 B블록16열 5,989,2123,194,1층 D블록16열 9,2350.0821262245286,34.23087792961476,10.15328893195428
1층,B블록,16,6,1층 B블록16열 6,938,2130,194,1층 D블록16열 8,2335.461410513991,34.81036713258189,9.758453492217608
1층,B블록,16,7,1층 B블록16열 7,886,2137,194,1층 D블록16열 7,2321.5083458820473,35.37827145667559,9.340293139995104
1층,B블록,16,8,1층 B블록16열 8,835,2145,194,1층 D블록16열 6,2309.95367918926,35.89425002843193,8.906880244332225
1층,B블록,16,9,1층 B블록16열 9,783,2152,194,1층 D블록16열 5,2298.223009196453,36.40522598232184,8.458304721301614
1층,B블록,16,10,1층 B블록16열 10,732,2158,194,1층 D블록16열 4,2287.0120244546156,36.88766799045181,8.01037073184274
1층,B블록,16,11,1층 B블록16열 11,680,2163,194,1층 D블록16열 3,2275.6548508066858,37.36336004924631,7.547505735709476
1층,B블록,16,12,1층 B블록16열 12,628,2167,194,1층 D블록16열 2,2264.4886840079375,37.820516979373444,7.078217833550716
1층,B블록,16,13,1층 B블록16열 13,576,2172,194,1층 D블록16열 1,2255.436986483994,38.22699965518807,6.5926041048036925
1층,C블록,16,1,1층 C블록16열 1,420,2184,194,1층 C블록16열 15,2232.463213582701,39.26417808750907,5.111658843189373
1층,C블록,16,2,1층 C블록16열 2,360,2187,194,1층 C블록16열 14,2224.905615975653,39.59367712389725,4.546249964664109
1층,C블록,16,3,1층 C블록16열 3,300,2190,194,1층 C블록16열 13,2218.949300907977,39.866889564317454,3.990972438207387
1층,C블록,16,4,1층 C블록16열 4,240,2194,194,1층 C블록16열 12,2215.5974363588707,40.06378054276786,3.456614865225701
1층,C블록,16,5,1층 C블록16열 5,180,2195,194,1층 C블록16열 11,2210.8959722248355,40.256359489083586,2.975747687264658
1층,C블록,16,6,1층 C블록16열 6,120,2196,194,1층 C블록16열 10,2207.8161155313637,40.389385031133905,2.571515698243738
1층,C블록,16,7,1층 C블록16열 7,60,2197,194,1층 C블록16열 9,2206.364657077338,40.461957322503864,2.29186430373538
1층,C블록,16,8,1층 C블록16열 8,0,2198,194,1층 C블록16열 8,2206.5448103313015,40.47362631100935,2.189146976248729
1층,C블록,16,9,1층 C블록16열 9,-60,2197,194,1층 C블록16열 7,2206.364657077338,40.461957322503864,2.29186430373538
1층,C블록,16,10,1층 C블록16열 10,-120,2196,194,1층 C블록16열 6,2207.8161155313637,40.389385031133905,2.571515698243738
1층,C블록,16,11,1층 C블록16열 11,-180,2195,194,1층 C블록16열 5,2210.8959722248355,40.256359489083586,2.975747687264658
1층,C블록,16,12,1층 C블록16열 12,-240,2194,194,1층 C블록16열 4,2215.5974363588707,40.06378054276786,3.456614865225701
1층,C블록,16,13,1층 C블록16열 13,-300,2190,194,1층 C블록16열 3,2218.949300907977,39.866889564317454,3.990972438207387
1층,C블록,16,14,1층 C블록16열 14,-360,2187,194,1층 C블록16열 2,2224.905615975653,39.59367712389725,4.546249964664109
1층,C블록,16,15,1층 C블록16열 15,-420,2184,194,1층 C블록16열 1,2232.463213582701,39.26417808750907,5.111658843189373
1층,D블록,16,1,1층 D블록16열 1,-576,2172,194,1층 B블록16열 13,2255.436986483994,38.22699965518807,6.5926041048036925
1층,D블록,16,2,1층 D블록16열 2,-628,2167,194,1층 B블록16열 12,2264.4886840079375,37.820516979373444,7.078217833550716
1층,D블록,16,3,1층 D블록16열 3,-680,2163,194,1층 B블록16열 11,2275.6548508066858,37.36336004924631,7.547505735709476
1층,D블록,16,4,1층 D블록16열 4,-732,2158,194,1층 B블록16열 10,2287.0120244546156,36.88766799045181,8.01037073184274
1층,D블록,16,5,1층 D블록16열 5,-783,2152,194,1층 B블록16열 9,2298.223009196453,36.40522598232184,8.458304721301614
1층,D블록,16,6,1층 D블록16열 6,-835,2145,194,1층 B블록16열 8,2309.95367918926,35.89425002843193,8.906880244332225
1층,D블록,16,7,1층 D블록16열 7,-886,2137,194,1층 B블록16열 7,2321.5083458820473,35.37827145667559,9.340293139995104
1층,D블록,16,8,1층 D블록16열 8,-938,2130,194,1층 B블록16열 6,2335.461410513991,34.81036713258189,9.758453492217608
1층,D블록,16,9,1층 D블록16열 9,-989,2123,194,1층 B블록16열 5,2350.0821262245286,34.23087792961476,10.15328893195428
1층,D블록,16,10,1층 D블록16열 10,-1040,2115,194,1층 B블록16열 4,2364.838472285158,33.64008918499311,10.53907349601462
1층,D블록,16,11,1층 D블록16열 11,-1092,2106,194,1층 B블록16열 3,2380.196630532864,33.02469812863731,10.921616025573822
1층,D블록,16,12,1층 D블록16열 12,-1143,2098,194,1층 B블록16열 2,2397.0166874679867,32.39464838268827,11.27302799191368
1층,D블록,16,13,1층 D블록16열 13,-1194,2089,194,1층 B블록16열 1,2413.9579532377943,31.757239949502708,11.614879615956044
1층,E블록,16,1,1층 E블록16열 1,-1354,2058,194,1층 A블록16열 11,2471.096113063998,29.691882276463645,12.595570503679756
1층,E블록,16,2,1층 E블록16열 2,-1401,2048,194,1층 A블록16열 10,2488.9236629515176,29.0715944281019,12.858023852305447
1층,E블록,16,3,1층 E블록16열 3,-1449,2039,194,1층 A블록16열 9,2508.9356309000837,28.42622153623054,13.100752650914718
1층,E블록,16,4,1층 E블록16열 4,-1496,2028,194,1층 A블록16열 8,2527.53555860249,27.80015831030945,13.34148389813532
1층,E블록,16,5,1층 E블록16열 5,-1543,2016,194,1층 A블록16열 7,2546.122738596865,27.17373099193381,13.575784647389899
1층,E블록,16,6,1층 E블록16열 6,-1590,2005,194,1층 A블록16열 6,2566.2737578052734,26.541186775279396,13.78740004822683
1층,E블록,16,7,1층 E블록16열 7,-1638,1993,194,1층 A블록16열 5,2587.0309236651965,25.896427040118404,13.995017744473872
1층,E블록,16,8,1층 E블록16열 8,-1685,1982,194,1층 A블록16열 4,2608.67495100482,25.264008203859827,14.178024932658754
1층,E블록,16,9,1층 E블록16열 9,-1732,1969,194,1층 A블록16열 3,2629.528664989222,24.63654581282069,14.363300011205599
1층,E블록,16,10,1층 E블록16열 10,-1778,1956,194,1층 A블록16열 2,2650.4444910241,24.024389958231602,14.533555223621791
1층,E블록,16,11,1층 E블록16열 11,-1825,1943,194,1층 A블록16열 1,2672.734554721063,23.401703295191634,14.69197415493841
1층,A블록,17,1,1층 A블록17열 1,1834,2039,216,1층 E블록17열 11,2750.9512900086033,23.2310761910709,13.974807484387332
1층,A블록,17,2,1층 A블록17열 2,1789,2052,216,1층 E블록17열 10,2730.9121186885527,23.781495736219213,13.81546969226939
1층,A블록,17,3,1층 A블록17열 3,1743,2066,216,1층 E블록17열 9,2711.6528170103193,24.343752853067205,13.635576137928377
1층,A블록,17,4,1층 A블록17열 4,1697,2077,216,1층 E블록17열 8,2690.7980228920937,24.911511131180237,13.4662042206157
1층,A블록,17,5,1층 A블록17열 5,1651,2088,216,1층 E블록17열 7,2670.618093251074,25.479860869821742,13.28484344578437
1층,A블록,17,6,1층 A블록17열 6,1604,2099,216,1층 E블록17열 6,2650.5231559071503,26.060675022621336,13.08877699650838
1층,A블록,17,7,1층 A블록17열 7,1558,2110,216,1층 E블록17열 5,2631.7522679766043,26.626595141321236,12.8826349285141
1층,A블록,17,8,1층 A블록17열 8,1512,2122,216,1층 E블록17열 4,2614.5141039971463,27.185111199834008,12.656414708676202
1층,A블록,17,9,1층 A블록17열 9,1466,2132,216,1층 E블록17열 3,2596.3890309427825,27.747346641664944,12.43288272880303
1층,A블록,17,10,1층 A블록17열 10,1419,2142,216,1층 E블록17열 2,2578.4454619014145,28.317791369385777,12.193119128353326
1층,A블록,17,11,1층 A블록17열 11,1373,2151,216,1층 E블록17열 1,2560.9736429725317,28.874380625749524,11.951619515115917
1층,B블록,17,1,1층 B블록17열 1,1210,2183,216,1층 D블록17열 13,2505.243501139161,30.78065942340738,10.993046355518
1층,B블록,17,2,1층 B블록17열 2,1158,2191,216,1층 D블록17열 12,2487.5893953785862,31.378281618165442,10.670271701969636
1층,B블록,17,3,1층 B블록17열 3,1106,2200,216,1층 D블록17열 11,2471.819572703477,31.951822767484042,10.3243610794132
1층,B블록,17,4,1층 B블록17열 4,1054,2209,216,1층 D블록17열 10,2457.0822127067704,32.5068143590781,9.963048013729084
1층,B블록,17,5,1층 B블록17열 5,1002,2217,216,1층 D블록17열 9,2442.488280422242,33.051321845948756,9.593653752115452
1층,B블록,17,6,1층 B블록17열 6,950,2224,216,1층 D블록17열 8,2428.0304775681875,33.58500956918926,9.216258106218135
1층,B블록,17,7,1층 B블록17열 7,898,2232,216,1층 D블록17열 7,2415.550454865309,34.08456984511903,8.81805432521274
1층,B블록,17,8,1층 B블록17열 8,846,2239,216,1층 D블록17열 6,2403.2255408096844,34.57025123088012,8.412941743302136
1층,B블록,17,9,1층 B블록17열 9,794,2246,216,1층 D블록17열 5,2391.9882942857394,35.02913007466543,7.995208633669906
1층,B블록,17,10,1층 B블록17열 10,742,2253,216,1층 D블록17열 4,2381.8541097220877,35.4592598891523,7.565970981294613
1층,B블록,17,11,1층 B블록17열 11,689,2257,216,1층 D블록17열 3,2369.689009131789,35.909027818424704,7.135124327878873
1층,B블록,17,12,1층 B블록17열 12,637,2262,216,1층 D블록17열 2,2359.8874973184634,36.305474223966584,6.696348727347709
1층,B블록,17,13,1층 B블록17열 13,585,2267,216,1층 D블록17열 1,2351.2060734865413,36.66975708229825,6.249530593917667
